id_student,final_result,highest_education,studied_credits,region,num_of_prev_attempts,avg_score,gender,date_unregistration,date_registration,churn
331358,3,1,60,8,0,84.66666666666667,0,32.0,-150.0,1
332789,2,0,60,0,0,74.4,0,32.0,-64.0,0
333059,2,0,120,6,0,65.8,1,32.0,-103.0,0
333323,2,1,60,6,0,74.4,1,32.0,-53.0,0
334259,1,0,150,3,0,53.0,0,32.0,-32.0,1
334333,3,0,240,9,0,36.0,0,65.0,-192.0,1
335764,3,0,60,7,0,86.875,0,160.0,-196.0,1
335764,3,0,60,7,0,86.875,0,32.0,-108.0,1
336207,2,0,120,0,0,68.2,1,32.0,-110.0,0
339972,2,0,60,4,0,49.8,1,32.0,-57.0,0
341872,1,2,180,0,0,64.2,1,32.0,48.0,1
342007,3,1,60,11,0,82.33333333333333,0,51.0,-71.0,1
342007,3,1,60,11,0,82.33333333333333,0,32.0,-130.0,1
342514,2,2,60,6,0,77.2,1,32.0,-81.0,0
342972,2,1,60,12,0,60.4,1,32.0,-60.0,0
343446,2,1,120,2,0,78.4,1,32.0,-49.0,0
344282,1,0,60,12,0,49.2,1,32.0,-12.0,1
345068,2,0,180,0,0,78.0,1,32.0,-37.0,0
345357,0,0,60,12,0,80.4,1,32.0,-18.0,0
346025,2,0,120,0,0,82.4,1,32.0,-75.0,0
346843,1,1,120,6,0,75.0,0,32.0,-44.0,1
350188,2,1,60,5,0,73.8,1,32.0,-49.0,0
354858,3,1,120,8,0,75.0,1,5.0,-32.0,1
357668,1,0,60,12,0,57.0,1,32.0,-38.0,1
364177,1,2,60,0,0,69.0,1,32.0,-129.0,1
365244,2,0,120,3,0,56.4,0,32.0,-38.0,0
365642,2,2,60,0,0,70.0,1,32.0,-52.0,0
366483,2,1,60,9,0,76.8,1,32.0,-4.0,0
368194,2,0,120,9,0,50.4,0,32.0,-123.0,0
368824,1,1,120,10,0,55.6,1,32.0,-60.0,1
368963,2,2,180,12,0,66.4,1,32.0,-19.0,0
376439,0,1,60,4,0,87.0,1,32.0,-87.0,0
376581,2,0,60,8,0,72.8,0,32.0,-64.0,0
380953,2,0,60,1,0,67.8,1,32.0,-155.0,0
383254,2,0,120,12,0,75.6,1,32.0,-61.0,0
386924,2,2,120,2,0,67.8,1,32.0,-192.0,0
386952,2,0,120,12,0,68.0,1,32.0,-38.0,0
388722,2,2,60,3,0,63.8,0,32.0,-179.0,0
388885,2,0,60,9,0,60.6,1,32.0,-185.0,0
390890,3,0,90,6,0,68.625,1,202.0,-31.0,1
390890,3,0,90,6,0,68.625,1,32.0,-65.0,1
392756,1,0,120,11,0,45.0,1,32.0,-58.0,1
392931,2,0,120,5,0,68.4,0,32.0,-54.0,0
393207,2,0,60,5,0,74.2,1,32.0,-38.0,0
396872,2,1,180,12,0,61.4,1,32.0,-23.0,0
398552,1,2,240,12,0,46.4,1,32.0,-57.0,1
401869,2,2,60,7,0,65.0,0,32.0,-53.0,0
402470,2,2,60,9,0,72.6,1,32.0,-130.0,0
404804,2,2,120,10,0,43.8,1,32.0,-129.0,0
405088,2,0,120,4,0,77.2,1,32.0,-67.0,0
405961,3,0,240,6,0,75.0,1,-100.0,-170.0,1
414117,2,0,120,12,0,76.4,1,32.0,-73.0,0
415969,3,1,90,11,0,59.666666666666664,1,172.0,-60.0,1
415969,3,1,90,11,0,59.666666666666664,1,32.0,-108.0,1
420087,1,0,60,6,0,76.0,1,32.0,-15.0,1
429958,2,0,60,5,0,58.4,0,32.0,-58.0,0
441018,2,0,150,7,0,59.8,0,32.0,-52.0,0
441888,2,0,120,3,0,70.6,1,32.0,-53.0,0
442442,3,1,120,9,0,40.5,1,119.0,-32.0,1
444677,0,1,60,3,0,87.6,1,32.0,-38.0,0
470588,3,1,60,7,0,79.33333333333333,1,73.0,-43.0,1
470588,3,1,60,7,0,79.33333333333333,1,240.0,-154.0,1
489455,2,0,60,9,0,70.6,0,32.0,-120.0,0
494424,1,0,60,4,0,75.0,0,32.0,-38.0,1
495284,2,1,120,7,0,66.6,1,32.0,-29.0,0
498857,2,1,60,5,0,73.0,1,32.0,-16.0,0
508818,2,0,120,3,0,71.8,1,32.0,-156.0,0
512460,2,1,120,7,0,72.4,1,32.0,-32.0,0
544103,2,1,120,5,0,81.0,1,32.0,-127.0,0
550383,2,1,60,7,0,72.0,1,32.0,-51.0,0
564450,1,1,120,11,0,59.2,1,32.0,-43.0,1
568601,3,1,60,6,0,81.5,0,128.0,-30.0,1
572652,2,1,120,11,0,73.2,1,32.0,-158.0,0
580389,2,1,120,2,0,71.4,1,32.0,-22.0,0
581129,1,0,120,0,0,40.0,1,32.0,-38.0,1
588775,2,0,120,9,0,82.8,1,32.0,-17.0,0
591774,2,4,60,8,0,76.2,1,32.0,-46.0,0
603861,3,1,60,4,0,63.0,1,241.0,-38.0,1
603861,3,1,60,4,0,63.0,1,150.0,-92.0,1
606143,1,4,60,6,0,66.0,1,32.0,-43.0,1
704156,2,1,120,8,0,66.0,1,32.0,-29.0,0
705379,0,0,120,11,0,80.8,1,32.0,-57.0,0
721259,3,2,120,8,0,65.0,0,23.0,-73.0,1
721259,3,2,120,8,0,65.0,0,128.0,-30.0,1
749412,2,2,60,8,0,72.0,1,32.0,-138.0,0
760729,0,0,60,11,0,81.2,1,32.0,-67.0,0
905042,2,0,60,0,0,76.4,0,32.0,-91.0,0
949618,2,0,60,9,0,61.8,0,32.0,-59.0,0
958987,2,1,60,5,0,77.2,1,32.0,-67.0,0
968578,2,0,60,0,0,72.0,0,32.0,-170.0,0
969076,3,0,180,9,0,59.75,1,173.0,-42.0,1
971027,2,1,60,11,0,68.0,0,32.0,-62.0,0
978739,2,1,60,8,0,56.6,1,32.0,-108.0,0
1035023,2,2,60,3,0,70.0,0,32.0,-87.0,0
1105478,2,1,60,6,0,82.6,1,32.0,-144.0,0
1352868,3,0,60,12,0,68.57142857142857,1,203.0,-63.0,1
1352868,3,0,60,12,0,68.57142857142857,1,32.0,-57.0,1
1401935,1,0,60,11,0,35.0,1,32.0,-35.0,1
1402638,2,1,60,1,0,75.2,0,32.0,-195.0,0
1414443,1,0,120,12,0,59.0,0,32.0,-169.0,1
1456619,3,0,60,9,0,63.0,1,27.0,-87.0,1
1456619,3,0,60,9,0,63.0,1,63.0,-99.0,1
1465690,2,1,120,11,0,81.8,1,32.0,-38.0,0
1472925,1,2,60,0,0,61.9,0,32.0,20.0,1
1472925,1,2,60,0,0,61.9,0,32.0,5.0,1
1488959,2,0,60,3,0,61.8,1,32.0,-30.0,0
1518989,2,2,60,7,0,73.0,0,32.0,-102.0,0
1618738,2,2,60,3,0,79.6,1,32.0,-95.0,0
1620151,1,1,60,8,0,77.5,1,32.0,-95.0,1
1626710,0,0,60,5,0,84.6,1,32.0,-195.0,0
1640609,2,0,60,11,0,85.0,1,32.0,-191.0,0
1686521,3,2,60,5,0,68.0,0,37.0,-124.0,1
1729319,2,1,60,6,0,78.2,0,32.0,-106.0,0
1746134,2,0,60,0,0,83.8,1,32.0,-30.0,0
1758449,3,2,75,8,0,61.0,1,103.0,-198.0,1
1763015,3,0,60,6,0,75.0,0,-2.0,-58.0,1
1765788,2,1,60,7,0,66.2,1,32.0,-43.0,0
1801229,2,1,60,2,0,76.8,1,32.0,-106.0,0
1801641,2,0,60,6,0,77.4,1,32.0,-32.0,0
1847830,2,2,60,9,0,71.0,1,32.0,-164.0,0
1860318,2,2,300,9,0,62.6,1,32.0,-53.0,0
1889511,2,0,60,12,0,72.0,1,32.0,-42.0,0
1889577,2,0,60,8,0,73.6,0,32.0,-81.0,0
1894188,2,0,60,1,0,70.4,0,32.0,-57.0,0
1938355,2,0,60,8,0,73.0,1,32.0,-102.0,0
1942396,2,2,120,0,0,53.6,0,32.0,-29.0,0
1970390,3,2,60,11,0,83.6,1,240.0,-108.0,1
1970390,3,2,60,11,0,83.6,1,32.0,-119.0,1
1976139,2,2,120,2,0,67.25,1,32.0,-195.0,0
2011876,2,0,60,0,0,76.0,0,32.0,-32.0,0
2012966,2,2,60,5,0,78.4,1,32.0,-102.0,0
2051699,2,2,60,9,0,66.6,0,32.0,-137.0,0
2062879,1,0,60,0,0,61.2,0,32.0,-74.0,1
2065691,3,0,330,3,0,35.666666666666664,1,138.0,-16.0,1
2073016,3,2,60,3,0,58.857142857142854,0,173.0,-65.0,1
2073016,3,2,60,3,0,58.857142857142854,0,32.0,-86.0,1
2080474,2,0,60,8,0,69.6,0,32.0,-123.0,0
2083877,2,0,120,11,0,67.8,0,32.0,-45.0,0
2084066,1,2,60,9,0,59.75,0,32.0,-148.0,1
2104505,2,2,60,11,0,65.6,1,32.0,-65.0,0
2122180,0,2,60,5,0,82.4,0,32.0,-35.0,0
2139353,3,0,120,3,0,66.5,1,163.0,-59.0,1
2139353,3,0,120,3,0,66.5,1,32.0,-79.0,1
2143752,2,2,60,8,0,52.6,0,32.0,-46.0,0
2146792,2,1,60,5,0,70.0,1,32.0,-59.0,0
2149225,3,0,60,6,0,75.0,1,10.0,-36.0,1
2153153,2,0,60,12,0,62.2,0,32.0,-49.0,0
2155014,2,2,60,11,0,73.8,0,32.0,-32.0,0
2164705,1,0,120,5,0,70.0,0,32.0,-43.0,1
2171627,2,0,60,12,0,69.0,0,32.0,-50.0,0
2182846,2,0,60,3,0,66.0,0,32.0,-113.0,0
2194100,2,0,60,0,0,67.2,0,32.0,-108.0,0
2197016,2,1,60,5,0,75.6,0,32.0,-35.0,0
2208424,2,0,60,6,0,71.2,1,32.0,-66.0,0
2229865,2,0,60,11,0,76.4,0,32.0,-116.0,0
2255601,3,0,120,8,0,54.5,0,175.0,-28.0,1
2268379,2,0,60,1,0,83.0,0,32.0,-74.0,0
2278464,2,2,60,8,0,51.4,1,32.0,-129.0,0
2293923,2,0,150,8,0,61.2,1,32.0,-85.0,0
2312620,3,1,60,1,0,32.0,0,178.0,-45.0,1
2318055,3,0,60,10,0,75.8,1,-19.0,-56.0,1
2318055,3,0,60,10,0,75.8,1,32.0,-53.0,1
2324976,3,1,60,6,0,75.0,0,-50.0,-101.0,1
2329342,2,2,120,0,0,57.2,0,32.0,-56.0,0
2339528,0,2,60,3,0,80.0,0,32.0,-57.0,0
2342426,1,2,60,12,0,73.2,1,32.0,-38.0,1
2344901,1,0,60,12,0,51.5,0,32.0,-24.0,1
2358056,1,1,60,4,0,67.8,0,32.0,-102.0,1
2358969,3,0,180,0,0,69.0,0,58.0,-53.0,1
2358969,3,0,180,0,0,69.0,0,32.0,-46.0,1
2364471,2,1,60,6,0,83.4,0,32.0,-80.0,0
2365101,3,1,300,7,0,75.0,1,-80.0,-129.0,1
2365101,3,1,300,7,0,75.0,1,-54.0,-85.0,1
2367155,2,0,120,0,0,75.6,0,32.0,-22.0,0
2369266,2,2,60,3,0,50.6,0,32.0,-94.0,0
2376496,2,0,120,1,0,73.4,0,32.0,-185.0,0
2391984,3,0,60,8,0,73.0,1,242.0,-101.0,1
2411661,1,0,120,8,0,46.8,0,32.0,-17.0,1
2411778,3,1,120,6,0,80.0,1,220.0,-35.0,1
2412002,0,2,90,9,0,82.8,1,32.0,-38.0,0
2412967,2,0,60,8,0,77.6,0,32.0,-73.0,0
2429854,3,0,120,3,0,51.0,1,114.0,-52.0,1
2429854,3,0,120,3,0,51.0,1,32.0,-37.0,1
2437837,2,0,60,4,0,74.4,0,32.0,-53.0,0
2449878,2,0,60,1,0,60.6,0,32.0,-32.0,0
2456480,1,2,120,6,0,24.666666666666668,1,32.0,-71.0,1
2457256,2,2,180,8,0,70.0,1,32.0,-50.0,0
2458355,2,2,60,3,0,90.6,1,32.0,-81.0,0
2460080,2,1,60,6,0,78.8,1,32.0,-52.0,0
2461190,1,1,60,8,0,56.0,1,32.0,-11.0,1
2469673,1,2,60,12,0,44.5,0,32.0,-22.0,1
2470694,3,1,60,6,0,67.0,0,219.0,-106.0,1
2470694,3,1,60,6,0,67.0,0,32.0,-115.0,1
2479954,2,0,60,5,0,79.6,1,32.0,-46.0,0
2481901,2,2,60,10,0,75.8,1,32.0,-195.0,0
2482700,2,2,120,8,0,55.6,1,32.0,-59.0,0
2486127,2,1,120,0,0,73.6,0,32.0,-144.0,0
2498700,2,2,240,5,0,77.2,0,32.0,-43.0,0
2516503,2,1,60,7,0,79.4,1,32.0,-65.0,0
2518069,2,0,60,1,0,76.6,1,32.0,-105.0,0
2521459,2,2,60,3,0,60.8,0,32.0,-158.0,0
2523736,2,0,120,5,0,61.75,1,32.0,-46.0,0
2529279,2,1,60,5,0,78.0,0,32.0,-67.0,0
2532302,2,0,60,0,0,63.2,0,32.0,-65.0,0
2536991,0,1,60,8,0,80.8,1,32.0,-87.0,0
2542724,3,2,60,11,0,75.0,0,13.0,-59.0,1
2550279,2,1,60,4,0,62.6,0,32.0,-153.0,0
2551220,2,2,60,8,0,64.8,0,32.0,-94.0,0
2552472,3,1,120,8,0,53.5,0,199.0,-38.0,1
2555340,2,1,60,8,0,80.6,0,32.0,-67.0,0
2557283,2,1,60,12,0,81.2,1,32.0,-80.0,0
2559575,2,2,60,9,0,71.2,1,32.0,-31.0,0
2562034,2,0,60,0,0,65.4,1,32.0,-30.0,0
2566163,2,0,60,8,0,71.8,0,32.0,-91.0,0
2566592,2,0,60,8,0,71.8,0,32.0,-35.0,0
2569324,3,0,120,8,0,71.2,1,93.0,-81.0,1
2569324,3,0,120,8,0,71.2,1,32.0,-10.0,1
2574528,2,1,60,2,0,75.4,1,32.0,-16.0,0
2574583,2,2,60,12,0,70.8,1,32.0,-63.0,0
2576122,3,0,60,5,0,64.0,1,39.0,-137.0,1
2576122,3,0,60,5,0,64.0,1,32.0,-17.0,1
2578995,2,0,60,11,0,79.6,0,32.0,-62.0,0
2586560,2,2,60,0,0,73.6,0,32.0,-94.0,0
2594139,2,0,60,9,0,76.0,0,32.0,-74.0,0
2598871,2,0,60,0,0,72.6,0,32.0,-128.0,0
2599352,2,0,120,6,0,76.4,0,32.0,-106.0,0
2600688,2,0,60,11,0,70.0,1,32.0,-165.0,0
2606098,2,0,60,1,0,71.4,0,32.0,-102.0,0
2613116,2,2,60,3,0,78.2,0,32.0,-63.0,0
2617002,2,0,60,12,0,64.8,0,32.0,-46.0,0
2620584,1,0,60,11,0,75.0,1,32.0,-109.0,1
2639449,2,0,120,1,0,56.0,1,32.0,-127.0,0
2639540,2,0,60,5,0,79.4,0,32.0,-38.0,0
2639641,2,2,120,7,0,65.6,1,32.0,-48.0,0
2641155,2,2,60,1,0,79.2,1,32.0,-71.0,0
2643002,2,0,60,9,0,51.2,0,32.0,-52.0,0
2645733,2,0,180,9,0,82.6,0,32.0,-100.0,0
2649826,0,2,60,0,0,83.4,1,32.0,-144.0,0
2650282,2,0,60,3,0,84.2,1,32.0,-29.0,0
2664024,2,1,60,7,0,63.2,1,32.0,-31.0,0
2666246,2,0,60,5,0,76.0,1,32.0,-43.0,0
2669816,1,0,60,12,0,57.2,1,32.0,-58.0,1
2671132,2,1,60,3,0,68.8,1,32.0,-38.0,0
2676809,1,1,150,4,0,43.333333333333336,0,32.0,-31.0,1
2678643,2,0,60,8,0,71.4,0,32.0,-25.0,0
2685865,2,2,60,1,0,78.6,0,32.0,-101.0,0
2688067,2,0,60,0,0,67.8,1,32.0,-31.0,0
2689958,0,0,60,0,0,81.6,1,32.0,-71.0,0
2691206,0,0,60,11,0,84.8,0,32.0,-109.0,0
2691244,2,0,180,8,0,58.25,1,32.0,-87.0,0
2694424,2,0,120,0,0,79.4,1,32.0,-170.0,0
2698257,2,2,120,1,0,67.8,1,32.0,-58.0,0
6516,2,1,60,6,0,61.8,1,32.0,-52.0,0
24734,2,2,60,8,0,46.8,0,32.0,-18.0,0
26192,0,0,60,0,0,86.2,0,32.0,-38.0,0
28061,2,2,60,12,0,77.6,1,32.0,-130.0,0
31600,2,0,60,9,0,54.8,0,32.0,-52.0,0
46844,2,1,60,4,0,64.8,1,32.0,-74.0,0
52765,2,2,120,12,0,63.0,0,32.0,-22.0,0
55104,2,0,60,11,0,71.0,0,32.0,-87.0,0
58071,2,1,60,0,0,76.0,1,32.0,-72.0,0
58316,2,0,120,10,0,73.4,0,32.0,-80.0,0
62487,2,0,60,1,0,71.6,0,32.0,-50.0,0
63165,2,0,60,7,0,51.4,1,32.0,-82.0,0
65002,1,0,60,0,1,67.0,0,96.0,-180.0,1
65002,1,0,60,0,1,67.0,0,32.0,-144.0,1
70011,2,1,60,6,0,80.2,0,32.0,-78.0,0
75255,2,0,120,5,0,81.8,1,32.0,-58.0,0
79403,3,2,60,8,0,60.666666666666664,1,164.0,-23.0,1
85092,2,2,60,9,0,58.0,0,32.0,-52.0,0
85144,2,0,60,6,0,77.6,1,32.0,-41.0,0
85302,2,2,60,3,0,71.2,1,32.0,-72.0,0
87431,3,2,60,7,0,50.0,1,235.0,-106.0,1
94961,2,2,60,8,1,65.33333333333333,1,72.0,-170.0,0
94961,2,2,60,8,1,65.33333333333333,1,32.0,-150.0,0
95755,3,2,60,7,0,45.0,1,241.0,-80.0,1
101116,2,2,60,0,0,82.6,0,32.0,-80.0,0
107489,2,1,60,3,0,82.0,0,32.0,-81.0,0
108872,2,1,60,3,0,61.8,1,32.0,-80.0,0
109155,2,1,60,8,0,67.8,0,32.0,-80.0,0
111512,1,0,60,10,0,75.0,1,32.0,-16.0,1
117818,2,0,60,3,0,57.6,0,32.0,-92.0,0
119902,3,0,60,9,0,67.0,0,207.0,-31.0,1
121349,2,0,60,9,1,76.0,0,32.0,-28.0,0
