id_student,highest_education,studied_credits,region,num_of_prev_attempts,avg_score,gender,churn
1640609,0,60,11,0,85.0,1,0
1686521,2,60,5,0,68.0,0,1
1729319,1,60,6,0,78.2,0,0
1746134,0,60,0,0,83.8,1,0
1758449,2,75,8,0,61.0,1,1
1763015,0,60,6,0,75.0,0,1
1801229,1,60,2,0,76.8,1,0
1860318,2,300,9,0,62.6,1,0
1894188,0,60,1,0,70.4,0,0
1938355,0,60,8,0,73.0,1,0
1970390,2,60,11,0,83.6,1,1
1970390,2,60,11,0,83.6,1,1
1976139,2,120,2,0,67.25,1,0
2011876,0,60,0,0,76.0,0,0
2012966,2,60,5,0,78.4,1,0
2065691,0,330,3,0,35.666666666666664,1,1
2073016,2,60,3,0,58.857142857142854,0,1
2073016,2,60,3,0,58.857142857142854,0,1
2080474,0,60,8,0,69.6,0,0
2084066,2,60,9,0,59.75,0,1
2104505,2,60,11,0,65.6,1,0
2122180,2,60,5,0,82.4,0,0
2139353,0,120,3,0,66.5,1,1
2139353,0,120,3,0,66.5,1,1
2143752,2,60,8,0,52.6,0,0
2146792,1,60,5,0,70.0,1,0
2149225,0,60,6,0,75.0,1,1
2155014,2,60,11,0,73.8,0,0
2171627,0,60,12,0,69.0,0,0
2182846,0,60,3,0,66.0,0,0
2194100,0,60,0,0,67.2,0,0
2197016,1,60,5,0,75.6,0,0
2229865,0,60,11,0,76.4,0,0
2255601,0,120,8,0,54.5,0,1
2268379,0,60,1,0,83.0,0,0
2293923,0,150,8,0,61.2,1,0
2312620,1,60,1,0,32.0,0,1
2324976,1,60,6,0,75.0,0,1
2342426,2,60,12,0,73.2,1,1
2344901,0,60,12,0,51.5,0,1
2358056,1,60,4,0,67.8,0,1
2364471,1,60,6,0,83.4,0,0
2365101,1,300,7,0,75.0,1,1
2365101,1,300,7,0,75.0,1,1
2367155,0,120,0,0,75.6,0,0
2369266,2,60,3,0,50.6,0,0
2376496,0,120,1,0,73.4,0,0
2391984,0,60,8,0,73.0,1,1
2411778,1,120,6,0,80.0,1,1
2412002,2,90,9,0,82.8,1,0
2412967,0,60,8,0,77.6,0,0
2429854,0,120,3,0,51.0,1,1
2429854,0,120,3,0,51.0,1,1
2437837,0,60,4,0,74.4,0,0
2456480,2,120,6,0,24.666666666666668,1,1
2457256,2,180,8,0,70.0,1,0
2458355,2,60,3,0,90.6,1,0
2460080,1,60,6,0,78.8,1,0
2461190,1,60,8,0,56.0,1,1
2469673,2,60,12,0,44.5,0,1
2470694,1,60,6,0,67.0,0,1
2470694,1,60,6,0,67.0,0,1
2482700,2,120,8,0,55.6,1,0
2486127,1,120,0,0,73.6,0,0
2498700,2,240,5,0,77.2,0,0
2516503,1,60,7,0,79.4,1,0
2518069,0,60,1,0,76.6,1,0
2521459,2,60,3,0,60.8,0,0
2523736,0,120,5,0,61.75,1,0
2529279,1,60,5,0,78.0,0,0
2532302,0,60,0,0,63.2,0,0
2536991,1,60,8,0,80.8,1,0
2552472,1,120,8,0,53.5,0,1
2555340,1,60,8,0,80.6,0,0
2557283,1,60,12,0,81.2,1,0
2559575,2,60,9,0,71.2,1,0
2562034,0,60,0,0,65.4,1,0
2566163,0,60,8,0,71.8,0,0
2566592,0,60,8,0,71.8,0,0
2569324,0,120,8,0,71.2,1,1
2569324,0,120,8,0,71.2,1,1
2574583,2,60,12,0,70.8,1,0
2576122,0,60,5,0,64.0,1,1
2576122,0,60,5,0,64.0,1,1
2578995,0,60,11,0,79.6,0,0
2586560,2,60,0,0,73.6,0,0
2594139,0,60,9,0,76.0,0,0
2600688,0,60,11,0,70.0,1,0
2606098,0,60,1,0,71.4,0,0
2613116,2,60,3,0,78.2,0,0
2617002,0,60,12,0,64.8,0,0
2639449,0,120,1,0,56.0,1,0
2639540,0,60,5,0,79.4,0,0
2641155,2,60,1,0,79.2,1,0
2643002,0,60,9,0,51.2,0,0
2645733,0,180,9,0,82.6,0,0
2650282,0,60,3,0,84.2,1,0
2666246,0,60,5,0,76.0,1,0
2669816,0,60,12,0,57.2,1,1
2671132,1,60,3,0,68.8,1,0
2676809,1,150,4,0,43.333333333333336,0,1
2678643,0,60,8,0,71.4,0,0
2685865,2,60,1,0,78.6,0,0
2688067,0,60,0,0,67.8,1,0
2689958,0,60,0,0,81.6,1,0
2691206,0,60,11,0,84.8,0,0
2691244,0,180,8,0,58.25,1,0
2694424,0,120,0,0,79.4,1,0
2698257,2,120,1,0,67.8,1,0
6516,1,60,6,0,61.8,1,0
24734,2,60,8,0,46.8,0,0
28061,2,60,12,0,77.6,1,0
31600,0,60,9,0,54.8,0,0
46844,1,60,4,0,64.8,1,0
52765,2,120,12,0,63.0,0,0
55104,0,60,11,0,71.0,0,0
58071,1,60,0,0,76.0,1,0
58316,0,120,10,0,73.4,0,0
62487,0,60,1,0,71.6,0,0
63165,0,60,7,0,51.4,1,0
65002,0,60,0,1,67.0,0,1
65002,0,60,0,1,67.0,0,1
70011,1,60,6,0,80.2,0,0
75255,0,120,5,0,81.8,1,0
85092,2,60,9,0,58.0,0,0
85144,0,60,6,0,77.6,1,0
85302,2,60,3,0,71.2,1,0
94961,2,60,8,1,65.33333333333333,1,0
94961,2,60,8,1,65.33333333333333,1,0
95755,2,60,7,0,45.0,1,1
107489,1,60,3,0,82.0,0,0
108872,1,60,3,0,61.8,1,0
109155,1,60,8,0,67.8,0,0
117818,0,60,3,0,57.6,0,0
119902,0,60,9,0,67.0,0,1
124064,0,120,7,0,87.2,0,0
125018,1,60,8,0,64.8,1,0
130034,0,60,0,0,78.4,0,0
130547,0,60,8,0,58.4,0,0
130636,0,60,7,0,60.0,1,0
131390,0,60,0,0,78.6,1,0
133816,0,60,8,0,65.4,0,0
133922,2,60,4,0,78.2,1,0
135335,2,120,0,1,75.0,0,1
135335,2,120,0,1,75.0,0,1
135471,2,60,0,0,84.0,1,0
146503,2,120,0,0,63.4,1,0
147756,2,120,4,1,68.66666666666667,1,0
147756,2,120,4,1,68.66666666666667,1,0
148993,0,60,5,1,79.5,0,0
148993,0,60,5,1,79.5,0,0
149741,0,60,6,0,66.4,0,0
151587,0,120,10,0,67.0,0,1
152668,2,60,8,0,71.0,0,1
155984,2,120,0,1,78.14285714285714,0,0
155984,2,120,0,1,78.14285714285714,0,0
158707,0,60,7,0,74.0,0,1
159954,0,60,1,1,68.2,1,1
159954,0,60,1,1,68.2,1,1
164944,0,60,0,0,62.4,0,0
167961,1,60,9,0,76.0,1,0
174024,0,60,4,0,60.4,1,0
174094,2,60,7,0,75.4,0,0
174745,0,60,1,0,65.0,0,0
175772,1,270,0,0,85.0,0,1
183057,2,60,10,0,65.6,1,0
185350,2,60,12,0,59.6,1,1
188278,0,60,12,1,71.66666666666667,1,0
188278,0,60,12,1,71.66666666666667,1,0
199636,0,60,0,0,75.8,1,0
200804,0,60,8,0,66.0,1,0
205494,1,60,9,0,66.4,1,0
228021,0,60,6,0,83.0,1,0
228383,1,60,12,0,70.6,1,0
232307,2,60,8,0,66.2,1,0
235068,2,60,1,0,59.6,0,0
235507,0,180,12,1,57.833333333333336,1,0
235507,0,180,12,1,57.833333333333336,1,0
236875,0,60,11,0,46.4,1,0
237274,0,60,12,0,72.4,1,0
243510,2,60,9,0,43.6,0,1
244246,0,60,7,0,67.2,0,0
248581,0,60,11,0,85.0,0,0
252073,0,120,12,0,49.0,0,0
254625,0,60,10,0,82.8,1,0
258587,0,60,9,0,80.6,1,0
260355,0,120,3,1,57.5,0,1
260355,0,120,3,1,57.5,0,1
260623,2,60,7,0,70.2,1,0
263251,0,60,0,0,74.0,1,0
263543,2,60,0,0,79.6,1,0
263952,2,60,4,0,88.8,1,0
266524,0,240,8,0,53.8,0,0
273346,2,60,1,0,81.8,1,0
274947,2,120,0,0,54.0,1,1
275674,0,60,3,0,45.0,0,1
275792,1,60,0,0,73.0,0,0
277123,0,60,1,0,46.0,0,1
277880,0,120,7,1,67.66666666666667,0,1
277880,0,120,7,1,67.66666666666667,0,1
281077,1,60,0,0,72.4,0,0
281636,0,60,11,0,83.0,0,0
285315,1,60,0,0,86.2,1,0
287204,0,60,6,0,73.6,1,0
287210,0,60,6,0,73.4,1,0
288994,0,120,6,0,75.0,1,1
289449,1,60,1,0,75.2,1,0
290164,1,60,6,0,66.0,0,0
292525,0,60,8,0,84.6,1,0
292775,0,60,7,0,81.6,1,0
294496,0,60,5,0,80.6,1,0
295060,0,60,0,0,67.0,1,1
296424,0,60,6,0,77.2,1,0
298838,0,60,12,0,79.2,0,0
301967,0,60,9,0,52.8,1,0
302476,0,60,7,0,85.2,1,0
303521,0,60,2,0,80.4,0,0
303985,1,60,6,1,74.8,0,0
304465,0,60,11,0,75.6,0,0
306646,0,60,8,0,52.8,1,0
309142,0,60,8,0,66.0,0,0
310412,0,60,3,0,76.0,0,0
311235,0,60,9,0,65.8,1,0
313937,1,60,6,0,80.8,1,0
315076,0,60,12,0,68.6,1,0
323370,0,120,11,0,75.2,0,0
323805,0,180,11,0,75.0,0,1
328734,0,180,0,0,75.0,0,1
329659,0,60,0,0,49.8,0,1
330594,2,60,9,0,59.6,1,0
331358,1,60,8,1,84.66666666666667,0,0
331358,1,60,8,1,84.66666666666667,0,0
332884,0,60,10,0,82.2,1,0
335247,0,60,9,0,70.2,1,0
335764,0,60,7,1,86.875,0,0
335764,0,60,7,1,86.875,0,0
337748,0,120,12,0,44.0,0,1
341876,1,120,0,0,68.5,1,1
345440,1,60,8,0,73.8,1,0
345519,0,60,4,0,77.4,0,0
348275,1,120,6,0,61.5,1,1
348807,0,60,1,0,76.6,1,0
350939,2,60,0,0,69.6,1,0
351336,0,60,1,0,64.6,0,0
353665,0,60,8,0,64.6,1,0
356170,1,60,5,0,71.5,1,0
358182,2,120,8,0,75.0,1,0
369834,0,60,11,0,73.6,1,1
371710,1,60,6,0,81.6,1,0
373872,0,60,8,0,65.6,0,0
375260,1,60,2,0,71.4,1,0
377546,0,120,0,0,83.0,1,0
381642,0,60,5,0,78.8,0,1
382095,2,60,8,0,76.6,1,0
383180,0,60,8,0,72.0,0,1
383600,0,60,6,0,78.6,1,0
383723,1,60,0,0,80.2,1,0
384203,1,120,6,0,75.4,1,0
384725,2,60,0,0,80.4,0,0
387533,1,60,6,0,55.0,1,1
388147,0,300,9,0,40.0,0,1
390890,0,90,6,1,68.625,1,0
390890,0,90,6,1,68.625,1,0
391249,1,60,8,0,82.2,1,0
396599,2,120,8,0,54.25,0,1
396655,2,180,8,0,40.2,0,1
398171,0,120,9,0,69.2,0,0
398349,1,60,1,0,79.8,0,0
400682,0,60,3,0,52.6,0,0
401404,0,180,11,0,75.6,1,0
402727,0,60,0,0,73.2,0,0
402961,2,60,5,0,67.6,0,0
404356,0,60,7,0,74.0,0,0
406671,0,60,9,0,79.6,1,0
406682,1,60,7,0,83.6,1,0
409100,1,60,7,0,77.4,1,0
409703,0,120,0,0,63.8,1,0
411971,0,60,2,0,73.2,1,0
415969,1,60,11,1,59.666666666666664,1,1
415969,1,60,11,1,59.666666666666664,1,1
418731,0,90,2,0,41.2,1,1
421455,0,60,4,0,77.8,0,0
424577,1,120,3,0,59.4,1,0
429858,2,300,2,0,83.0,1,0
431025,0,150,0,0,55.2,1,1
439305,0,60,7,0,73.0,1,0
440319,0,60,11,0,69.33333333333333,0,1
442064,1,120,9,0,53.0,0,0
446108,0,120,9,0,57.6,1,0
447481,0,60,2,0,52.4,1,0
468120,2,120,11,0,40.0,1,1
468694,0,120,8,0,61.2,1,1
470588,1,60,7,1,79.33333333333333,1,1
470588,1,60,7,1,79.33333333333333,1,1
476603,0,120,10,0,83.8,1,0
481022,0,180,1,0,49.0,1,1
483800,0,120,12,0,70.6,0,0
484897,0,120,9,0,64.8,0,0
488990,0,60,9,0,54.0,1,0
500113,0,120,7,0,75.4,1,0
503889,0,60,12,0,69.0,0,0
514526,2,120,3,0,75.0,1,1
527100,1,120,11,0,90.8,1,0
527801,2,120,9,0,49.5,1,1
533068,1,60,8,0,58.2,1,0
537081,1,120,6,0,60.8,0,1
544253,0,120,3,0,73.2,1,0
548120,1,60,3,0,74.6,1,0
561467,0,90,8,0,75.0,0,1
567922,0,120,5,0,75.0,0,1
569505,1,60,1,0,85.8,0,0
570317,0,120,10,0,75.8,1,0
574505,1,120,11,0,42.0,0,0
588477,1,60,12,0,76.8,1,0
593846,1,120,8,0,64.8,1,1
596288,1,120,6,0,77.4,0,0
598070,0,60,3,0,75.0,0,1
603834,1,90,6,0,61.8,0,0
603861,1,60,4,1,63.0,1,1
603861,1,60,4,1,63.0,1,1
608440,1,120,8,0,75.0,0,1
623840,0,120,0,0,79.8,1,0
626240,1,120,8,0,56.0,1,0
628088,0,60,7,0,80.0,1,1
628312,1,120,7,0,75.0,0,1
630142,0,120,0,0,84.5,1,1
637665,1,60,8,0,51.8,0,0
639053,0,120,4,0,65.6,1,0
642878,1,60,9,0,44.0,1,1
648130,0,240,12,0,53.0,1,1
676546,1,120,6,0,74.0,1,1
677186,1,60,7,0,55.6,1,0
677281,0,60,10,0,75.0,1,1
684180,1,120,4,0,62.6,1,0
687698,1,120,12,0,52.6,1,0
696073,2,60,2,0,73.2,0,0
696578,1,60,8,0,78.33333333333333,1,1
1045203,2,60,10,0,79.4,1,0
1112555,0,60,8,0,66.8,0,0
1183831,1,60,9,0,71.33333333333333,1,1
1268696,1,60,9,0,60.2,1,0
1336190,1,60,3,0,75.0,1,0
1352868,0,60,12,1,68.57142857142857,1,0
1352868,0,60,12,1,68.57142857142857,1,0
1398979,0,60,8,0,72.75,0,1
1469279,1,120,0,0,75.0,0,1
1471214,0,60,1,0,71.0,1,0
1472925,2,60,0,1,61.9,0,0
1472925,2,60,0,1,61.9,0,0
1484804,0,60,11,0,65.8,0,0
1511033,0,60,10,0,74.6,1,0
1576513,0,60,1,0,86.6,0,0
1609002,0,60,1,0,79.4,0,0
1686551,0,60,6,0,80.0,0,1
1689639,2,60,7,0,70.5,0,1
1721270,2,90,7,0,58.0,1,0
1757766,0,60,5,0,70.4,0,0
1773377,0,60,3,0,74.6,1,0
1799111,0,60,6,0,77.4,1,0
1818673,1,120,6,0,86.0,0,1
1839386,2,60,12,0,40.0,0,1
1967783,0,60,8,0,65.0,0,0
1970390,2,120,11,1,83.6,1,0
1970390,2,120,11,1,83.6,1,0
1975209,2,60,7,0,64.0,1,0
2010232,0,60,6,0,84.2,0,0
2045084,1,120,5,0,72.0,1,1
2057803,2,60,3,0,66.0,1,0
2073016,2,60,3,1,58.857142857142854,0,1
2073016,2,60,3,1,58.857142857142854,0,1
2085209,1,60,4,0,86.8,0,0
2086400,0,60,6,0,69.2,1,0
2139353,0,60,3,1,66.5,1,0
2139353,0,60,3,1,66.5,1,0
2148681,2,90,1,0,72.0,0,0
2158048,0,60,2,0,86.0,0,1
2158196,2,120,9,0,58.0,0,1
2165164,2,60,9,0,63.2,0,0
2168833,2,60,9,0,24.0,1,1
2207874,2,120,11,0,54.666666666666664,0,1
2240349,2,60,9,0,76.8,1,0
2244332,0,60,5,0,85.2,1,0
2273119,0,60,11,0,38.333333333333336,0,1
2277857,0,60,11,0,65.4,0,0
2297896,0,60,11,0,62.6,0,0
2313257,0,360,3,0,75.0,1,1
2355470,0,120,1,0,54.4,1,0
2363863,0,60,5,0,80.6,0,0
2365101,1,240,7,1,75.0,1,1
2365101,1,240,7,1,75.0,1,1
2375975,0,60,0,0,71.4,0,0
2397661,2,60,1,0,48.4,0,0
2398313,2,60,0,0,71.4,1,0
2425993,1,60,6,0,68.6,1,0
2429854,0,60,3,1,51.0,1,1
2429854,0,60,3,1,51.0,1,1
2432796,1,60,0,0,63.4,0,0
2434159,0,60,5,0,54.0,1,0
2467267,1,60,11,0,71.4,1,0
2470694,1,60,6,1,67.0,0,1
2470694,1,60,6,1,67.0,0,1
2474849,0,60,6,1,35.0,0,1
2494700,1,60,12,0,83.6,1,0
2507842,0,60,5,0,79.0,0,1
2509639,0,90,11,0,66.0,1,0
2514368,0,60,11,0,82.6,1,0
2514898,2,60,0,0,66.4,0,0
2521865,0,60,8,0,63.8,0,0
2522927,0,60,9,0,68.4,0,0
2540168,1,60,1,0,43.333333333333336,0,1
2546445,1,60,6,0,73.0,1,1
2551797,0,60,7,0,63.2,0,0
2551932,2,60,7,0,50.0,1,1
2569324,0,60,8,1,71.2,1,0
2569324,0,60,8,1,71.2,1,0
2576122,0,60,5,1,64.0,1,1
2576122,0,60,5,1,64.0,1,1
2578676,2,120,4,0,70.0,1,0
2581477,2,60,0,0,49.2,0,0
2584873,0,120,0,0,64.0,0,0
2601889,1,60,11,0,82.0,1,0
2602338,2,120,5,0,72.5,0,1
2606802,0,60,4,0,29.0,1,1
2624961,0,60,3,0,62.6,0,1
2630087,2,210,1,0,75.0,0,1
2633226,0,60,9,0,54.0,1,0
2642616,0,90,12,0,57.2,0,0
2648611,0,60,7,0,77.6,0,0
2649800,2,60,11,0,64.8,1,0
2654628,2,60,0,1,71.6,0,0
2677624,0,90,5,0,69.6,1,0
2680312,1,60,6,0,78.8,1,0
2688166,2,60,12,0,59.5,1,0
2692514,2,120,5,0,78.2,1,0
2694788,0,180,8,0,35.333333333333336,0,1
23629,2,60,0,2,82.5,0,1
25107,2,120,0,0,77.36363636363636,0,0
27891,2,120,6,2,69.16666666666667,1,1
27891,2,120,6,2,69.16666666666667,1,1
31663,0,60,4,0,79.27272727272727,1,0
33666,0,60,3,1,78.66666666666667,0,1
34229,0,120,2,2,88.0,0,0
34353,0,120,6,0,90.6,1,1
34431,2,60,12,0,80.0,0,1
34431,2,60,12,0,80.0,0,1
34694,0,60,11,1,75.0,1,1
34756,2,150,1,1,67.33333333333333,0,1
34863,0,60,3,0,73.9090909090909,0,0
35812,2,60,0,0,71.0,0,1
39655,2,120,6,0,83.0909090909091,0,0
50993,2,60,6,0,46.22222222222222,0,1
58089,0,90,11,2,87.5,0,1
62631,0,60,5,0,80.42857142857143,0,1
71433,0,150,5,1,75.0,0,1
72070,0,60,7,0,75.0,1,1
74695,2,90,4,0,91.8,0,0
74734,2,180,5,0,83.0,0,0
75399,2,60,0,0,72.9,0,0
82741,2,60,0,0,74.9090909090909,0,0
83254,1,60,3,0,73.0,0,0
84245,0,120,10,0,87.1,1,0
84664,0,60,5,0,89.2,0,0
87604,0,180,11,0,75.0,0,1
88580,2,60,3,0,75.0,0,1
91322,0,60,12,0,82.2,0,0
92274,2,60,0,0,66.4,0,1
92274,2,60,0,0,66.4,0,1
92832,0,60,0,0,76.1,0,0
92993,2,135,0,3,76.7,0,0
94616,2,60,8,1,77.44444444444444,0,1
96291,2,60,8,0,75.0,0,1
97154,0,60,4,0,90.7,0,0
98313,1,60,6,0,80.72727272727273,0,0
102849,0,180,0,0,75.0,0,1
104054,2,120,7,0,94.63636363636364,0,0
108377,2,120,8,0,78.6,0,0
108589,0,60,2,0,88.72727272727273,0,0
110881,0,60,0,0,72.91304347826087,0,0
110881,0,60,0,0,72.91304347826087,0,0
116603,1,60,6,0,90.4,0,0
117071,0,60,3,0,73.0,1,1
120994,2,70,3,0,88.33333333333333,0,1
122524,2,120,10,2,75.0,0,1
123379,0,180,1,1,75.0,0,1
123860,0,60,0,0,77.9090909090909,0,0
